,Area,Item Code,Item,Element,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2030,2050
1132,Angola,6825,All sectors with LULUCF,Emissions (CH4),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.3357,1478.8742,1428.6528,1554.6146,1949.2865,2142.7994,2512.3059,2517.3215,2849.9569,2771.4531,2518.883,2256.4545,2300.7129,2381.4056,2602.2851,2625.3575,2278.7123,2269.4861,2312.3088,2313.1216,2525.5812,2410.7346,2442.6183,2446.4457,2404.3231,2529.1625,2487.7807,2527.6723,2342.8342,2475.1221,2384.7481,,239.7078,323.8135
1133,Angola,6825,All sectors with LULUCF,Emissions (N2O),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7357,75.8809,76.0645,75.9336,75.7957,75.7955,61.6419,59.3175,68.5621,63.6767,60.5801,68.2586,74.8792,84.7729,88.0885,88.6298,81.8881,86.0367,83.7603,87.0946,91.6203,89.7639,88.4125,87.5871,87.0889,91.6231,89.9609,96.8186,78.6042,92.7045,84.8129,,13.2217,18.6113
1134,Angola,6825,All sectors with LULUCF,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21033.7185,21334.7185,21851.7185,22231.7185,19818.7185,28712.1952,29840.3004,26754.1188,27473.4177,28315.5603,26917.6707,52078.2039,52196.662,53939.6001,52059.7527,51278.9193,52995.1631,53500.1631,54742.7981,56549.0155,58935.1133,60221.0178,62011.0178,61821.8849,73441.8545,64591.0071,65559.3125,65960.3556,62211.2031,63674.4068,62374.852,,,
1139,Angola,6829,All sectors without LULUCF,Emissions (CH4),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.3872,1155.9257,1105.7043,1231.6661,1626.338,1819.8508,2021.3229,2079.3098,2259.3436,2221.0839,2122.1373,2057.206,2073.142,2131.2568,2320.2674,2325.9175,2003.2102,1991.786,2026.7733,1995.3127,2192.154,2119.9323,2132.9198,2168.4521,2113.4089,2215.561,2194.3074,2171.8809,2116.215,2172.4806,2133.0064,,239.7078,323.8135
1140,Angola,6829,All sectors without LULUCF,Emissions (N2O),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1211,52.2663,52.4499,52.319,52.1811,52.1809,47.2012,46.4348,51.1911,47.4893,48.9111,50.0664,54.101,61.9332,62.3391,61.2896,56.7336,60.6815,57.6897,58.0773,61.177,63.2123,60.1357,62.2051,60.5272,62.9899,63.1656,64.3333,57.9129,65.072,61.8278,,13.2217,18.6113
1141,Angola,6829,All sectors without LULUCF,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10840.0,11141.0,11658.0,12038.0,9625.0,18520.0,19649.0,16563.0,17283.0,18126.0,16725.0,16566.0,16685.0,18427.0,16548.0,15771.0,17490.0,17995.0,19239.0,21047.0,23433.0,24720.0,26510.0,26320.0,37940.0,29090.0,30060.0,30460.0,26710.0,28190.0,26890.0,,,
1279,Anguilla,6825,All sectors with LULUCF,Emissions (CH4),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0864,0.0899,0.0931,0.0965,0.1001,0.1034,0.1051,0.1075,0.109,0.1118,0.1149,0.118,0.1203,0.1235,0.1263,0.1303,0.1322,0.1351,0.1375,0.1401,0.1424,0.1446,0.1466,0.1478,0.1498,0.1518,0.1518,0.1529,0.1538,0.1583,0.1605,,,
1280,Anguilla,6825,All sectors with LULUCF,Emissions (N2O),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,0.0005,0.0005,0.0006,0.0009,0.0011,0.0011,0.0009,0.0008,0.0007,0.0009,0.0009,0.0006,0.0007,0.0006,0.0007,0.0006,0.0006,0.0008,0.0011,0.0014,0.0014,0.0014,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0019,0.002,,,
1281,Anguilla,6825,All sectors with LULUCF,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,51.3,55.0,66.0,66.0,66.0,69.7,69.7,77.0,80.7,88.0,95.3,95.3,103.0,122.0,129.0,144.0,151.0,151.0,147.0,151.0,143.0,143.0,118.0,140.0,154.0,154.0,143.0,147.0,152.0,134.0,,,
1285,Anguilla,6829,All sectors without LULUCF,Emissions (CH4),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0864,0.0899,0.0931,0.0965,0.1001,0.1034,0.1051,0.1075,0.109,0.1118,0.1149,0.118,0.1203,0.1235,0.1263,0.1303,0.1322,0.1351,0.1375,0.1401,0.1424,0.1446,0.1466,0.1478,0.1498,0.1518,0.1518,0.1529,0.1538,0.1583,0.1605,,,
1286,Anguilla,6829,All sectors without LULUCF,Emissions (N2O),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,0.0005,0.0005,0.0006,0.0009,0.0011,0.0011,0.0009,0.0008,0.0007,0.0009,0.0009,0.0006,0.0007,0.0006,0.0007,0.0006,0.0006,0.0008,0.0011,0.0014,0.0014,0.0014,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0019,0.002,,,
1287,Anguilla,6829,All sectors without LULUCF,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,51.3,55.0,66.0,66.0,66.0,69.7,69.7,77.0,80.7,88.0,95.3,95.3,103.0,122.0,129.0,144.0,151.0,151.0,147.0,151.0,143.0,143.0,118.0,140.0,154.0,154.0,143.0,147.0,152.0,134.0,,,
1344,Antigua and Barbuda,6751,Forestland,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.8433,,,,,,,,
1346,Antigua and Barbuda,6750,Net Forest conversion,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4696,,,,,,,,
1497,Antigua and Barbuda,6825,All sectors with LULUCF,Emissions (CH4),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8253,2.8651,2.8658,2.9061,2.9564,2.9829,2.969,3.0001,3.0117,3.049,3.053,3.0647,3.0712,3.0917,3.1051,3.1037,3.1179,3.1052,3.092,3.0411,2.3442,2.3455,2.3485,2.362,2.3625,2.3616,2.3878,2.3944,2.4112,2.3034,2.2799,,1.4655,1.7539
1498,Antigua and Barbuda,6825,All sectors with LULUCF,Emissions (N2O),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604,0.0623,0.0638,0.062,0.0647,0.0676,0.0718,0.0722,0.0746,0.0794,0.0779,0.079,0.0798,0.0875,0.0897,0.0902,0.0893,0.0913,0.0923,0.098,0.0824,0.0895,0.0934,0.0941,0.0954,0.0952,0.0966,0.0807,0.0793,0.0933,0.0937,,0.0525,0.063
1499,Antigua and Barbuda,6825,All sectors with LULUCF,Emissions (CO2),kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.35,215.58,211.59,218.62,218.67,226.57,240.65,259.63,273.65,284.73,295.52,299.63,332.68,354.79,369.82,377.04,388.05,410.05,421.07,447.34,458.24,447.15,461.08,465.15,465.18,483.16,494.15,503.13,518.14,535.22,472.23,,,
