,Area,CO2pc,N20pc,CH4pc,CO2pc_n,N20pc_n,CH4pc_n,Total_n_emissions
45,Cook Islands,4.277864719179273,0.0006897351185301108,0.03426650437605054,0.1036485414437669,0.03932033215036346,0.026329451304737583,0.16929832489886792
46,Costa Rica,1.7211779078205673,0.001247615922601748,0.03902253124247381,0.04109702842537248,0.07686020682938213,0.03077311661902687,0.14873035187378147
47,Ivory Coast,0.49898038706223596,0.0004949245288732386,0.021069504700480756,0.011194928648772941,0.02621150125227499,0.013999190909232628,0.051405620810280564
48,Croatia,4.540336042552732,0.0020818005593097925,0.03951123486805024,0.1100701251621986,0.13299260373680744,0.03122972365909066,0.2742924525580967
49,Cuba,2.311609725214252,0.0012296433586705935,0.046998819940672176,0.05554244401092411,0.07565083057425372,0.03822554664526788,0.16941882123044572
50,Cyprus,5.7719240813533625,0.0010513352548466525,0.02566130989448086,0.14020197193360515,0.06365245417744787,0.018289420137036935,0.22214384624808997
51,Czech Republic,9.868468577760906,0.002103840176834549,0.04120934714801037,0.24042741028570883,0.13447565257773264,0.03281630902754177,0.40771937189098323
52,North Korea,0.9603150367836617,0.00038257442064167736,0.028354164725386377,0.022481872446378934,0.018651447290200664,0.02080541635501251,0.0619387360915921
53,Democratic Republic of the Congo,0.04140670020349108,0.0006040486589585824,0.020684462170196812,0.0,0.03355447870904138,0.013639436815237004,0.04719391552427839
54,Denmark,5.523784371127542,0.0033141565190128266,0.05959806030708105,0.13413102329585536,0.2159180027638963,0.04999730676669649,0.40004633282644814
55,Djibouti,0.38289894608200165,0.0009195060906282455,0.03935714974867527,0.008354897662415896,0.05478165190628155,0.031085758387311275,0.09422230795600872
56,Dominica,2.4100927664741683,0.0008062352625559494,0.03172274543580476,0.05795191521017005,0.0471596425817294,0.023952758807374918,0.12906431659927436
57,Dominican Republic,2.329698367874283,0.0011230286736436874,0.04114146343547754,0.055984998007685534,0.06847671401451065,0.03275288371324909,0.15721459573544527
58,Ecuador,2.559660294345119,0.0010320662034388063,0.04871157013369792,0.06161121173612073,0.062355837104849626,0.0398258085526432,0.16379285739361354
59,Egypt,2.513962703089764,0.0007812223092821805,0.02291995340500911,0.06049318137682164,0.04547651757653769,0.015728107703676233,0.12169780665703557
60,El Salvador,1.1345780711121223,0.0006081567894165105,0.02005878583416901,0.02674536549996448,0.03383091536258839,0.013054853020724243,0.07363113388327712
61,Equatorial Guinea,5.201415892911948,0.00010884826551786811,0.23740545679323025,0.12624400484203596,0.00023237732987642368,0.21612684778499272,0.34260322995690506
62,Eritrea,0.21971489887600013,0.0017064330316534577,0.05096601994442403,0.0043624614328974486,0.10773407208641132,0.0419321928747031,0.15402872639401188
63,Estonia,16.344903142462115,0.004654320091245458,0.08846989898256474,0.39887887926770677,0.306097790603556,0.07697292984144317,0.781949599712706
64,Swaziland,0.8460499057244395,0.0012938329650784021,0.03373824140748068,0.019686279023967884,0.07997015786183546,0.025835883060447425,0.12549231994625076
65,Ethiopia,0.15208688448509927,0.001501206188048931,0.035752459217871686,0.0027078846565059293,0.09392433005288689,0.027717813098027167,0.12435002780741998
66,Fiji,2.6145924465394845,0.0008253572376811215,0.030268575706531912,0.06295517346731463,0.04844636287139561,0.02259409457595968,0.13399563091466993
67,Finland,8.40546239017917,0.0048766911777637445,0.14399396532764894,0.20463372207096914,0.32106117105903725,0.12885034236571244,0.6545452354957189
68,France,5.278960352848373,0.0021489282895272347,0.04210165816482105,0.12814119587602107,0.13750963777249756,0.033650015738273996,0.2993008493867926
69,Gabon,2.7113428211159425,0.0009987627804957271,0.18962692722485094,0.06532225350541977,0.060114845275517914,0.17148626845823645,0.2969233672391741
70,Gambia,0.2688844933731874,0.000558996709907416,0.021270751224172935,0.005565437298629511,0.030522926970600224,0.014187220166019556,0.05027558443524929
71,Georgia,2.5209916961025365,0.0016444235319067154,0.03170262371349235,0.06066515165726088,0.1035614444705982,0.023933958619315708,0.1881605547471748
72,Germany,8.790000508584805,0.0016023473360144533,0.029808265217228923,0.214041773543154,0.10073013156426179,0.0221640158963038,0.3369359210037196
73,Ghana,0.6080210644152158,0.0006186104136937098,0.021335067192158403,0.013862701376616264,0.034534341152548394,0.014247312054505228,0.06264435458366989
74,Greece,6.29181180466481,0.0015160903921286307,0.04271888678469682,0.15292146637787674,0.09492589015635501,0.03422670663724515,0.2820740631714769
75,Grenada,2.405735484824111,0.00038165432787800197,0.016148492260214385,0.057845310616033804,0.0185895341238229,0.009401375777788074,0.08583622051764478
76,Guatemala,0.8884180200847754,0.0009801974768690845,0.03760766653119825,0.020722850904888637,0.058865583486197415,0.029451175970143326,0.10903961036122937
77,Guinea,0.27676922665191755,0.0017030371655160901,0.05638002928586085,0.0057583439910487335,0.10750556379522601,0.046990626352366276,0.16025453413864102
78,Guinea Bissau,0.1960825058248115,0.0014778007797584878,0.039187149829476534,0.003784274877144984,0.09234937696681211,0.030926923551934594,0.1270605753958917
79,Guyana,3.2540782213938897,0.0025240797745170675,0.09028801523588377,0.07860073576034561,0.1627536318826761,0.07867163768290984,0.32002600532593156
80,Haiti,0.3081066370419365,0.0005374658306288872,0.033215366539292315,0.006525040336203471,0.02907411119499726,0.025347349042297608,0.06094650057349834
81,Honduras,1.050490919395273,0.0010817075723614678,0.03509271560373129,0.02468810195797398,0.0656962115265018,0.027101399461851836,0.11748571294632762
82,Hungary,5.26049680259254,0.002871120308810295,0.029842738983167354,0.12768946944669757,0.18610603632252226,0.022196225528893353,0.33599173129811316
83,Iceland,11.395000934987221,0.0037883982252242547,0.06303485519031239,0.2777753201633748,0.24782979124775842,0.05320838328999358,0.5788134947011268
84,India,1.9541223810601958,0.0006943793311774515,0.02275306083154192,0.04679621269216507,0.03963284184686396,0.015572176132901412,0.10200123067193045
85,Indonesia,2.241599867940177,0.0009903393361339133,0.050336029171543395,0.05382959342662905,0.059548030566353674,0.041343578002584584,0.1547212019955673
86,Iran,8.619726873325357,0.0010979978617003834,0.09911568142993839,0.2098758845240917,0.0667923872970331,0.08691952928957461,0.36358780111069944
87,Iraq,6.121845644445649,0.0006244681663533766,0.14287391939532948,0.1487630999966674,0.03492851012043484,0.1278038576843503,0.31149546780145254
88,Ireland,7.642508326081647,0.006852032689165617,0.14511794067109637,0.1859674032786916,0.45398216824173926,0.12990049838628806,0.7698500699067189
89,Israel,8.116849522431488,0.0008769130145475371,0.05068440390644669,0.19757256327983772,0.05191555806223098,0.04166907253180887,0.29115719387387756
90,Italy,5.640289307698184,0.0010058849391068503,0.02902854122400888,0.13698141546130518,0.06059409629070668,0.021435501831790802,0.21901101358380268
91,Jamaica,2.875702166023255,0.0005476139247146437,0.013696358427859386,0.06934344439082232,0.029756977817096117,0.007110290726574779,0.10621071293449322
92,Japan,9.249312820047507,0.0005690286105201639,0.00862501390628456,0.22527923911865,0.031197974918201893,0.0023720168731554926,0.25884923091000733
93,Jordan,1.9130266021597793,0.0005285727875072958,0.02066544835903714,0.04579076957826081,0.028475697121841982,0.01362167177405543,0.08788813847415822
94,Kazakhstan,15.603333977232511,0.0021761184898192636,0.1333529074367334,0.38073576017825983,0.1393392700237071,0.11890815717936881,0.6389831873813359
95,Kenya,0.34614787442288103,0.0012358021403349017,0.03790476201534137,0.007455751499064057,0.0760652558245333,0.02972875911569683,0.11324976643929419
96,Kiribati,0.5768233533179018,0.00019384758835605794,0.008521114664529164,0.013099422893237742,0.00595199324757586,0.0022749414213684383,0.02132635756218204
97,Kuwait,25.810800324748648,0.000834571601633935,0.28975695968553583,0.6304700887181576,0.049066398666696195,0.2650400612901138,0.9445765486749675
98,Kyrgyzstan,1.8846326516905134,0.0010676639199780702,0.04182949320751334,0.045096087478548305,0.06475121226024143,0.03339572575747268,0.14324302549626242
99,Laos,2.8252615127981593,0.0013574372773224963,0.05361228407125905,0.06810937099440614,0.08425010062606411,0.044404658326040666,0.19676412994651094
100,Latvia,3.7044254325465094,0.003992085264229217,0.04758962198354024,0.08961886254695829,0.26153591962174133,0.03877754658539404,0.38993232875409367
101,Lebanon,3.228117127685693,0.0007182684660095829,0.02399056670832466,0.07796557556636119,0.041240344957283286,0.01672840634255625,0.13593432686620072
102,Lesotho,1.1403051022808286,0.0009822489998939953,0.027119671958861103,0.026885482178751467,0.05900363074771671,0.0196520013635882,0.10554111429005637
103,Liberia,0.2846980329452073,0.00036202872709505135,0.01900222338528459,0.005952328967179412,0.017268924795601936,0.012067682418380889,0.03528893618116224
104,Libya,8.053668896181154,0.0010498019927466036,0.11443632113591774,0.19602679562935735,0.06354928076358268,0.10123395542009445,0.36081003181303445
105,Liechtenstein,3.449629396820408,0.00029857782666771433,0.006251800633823106,0.08338506125579169,0.012999305133249725,0.0001546691166280402,0.09653903550566945
106,Lithuania,5.618929338332647,0.007676814105630903,0.05112724468452029,0.13645882567991116,0.509481821188598,0.04208282885837025,0.6880234757268794
107,Luxembourg,15.819697884401222,0.00195735245010388,0.035480076918901225,0.38602928682213605,0.12461847365465661,0.027463320049910377,0.5381110805267031
108,Madagascar,0.15428430798589657,0.0009436671934756883,0.034279228001849474,0.0027616464876799246,0.05640745578119569,0.026341339281030125,0.08551044154990574
109,Malawi,0.08062986899470123,0.0008639210082076414,0.01565533709028961,0.0009596281180651184,0.05104132420032152,0.00894060955743129,0.06094156187581793
110,Malaysia,8.385083726112232,0.0009778923729487617,0.06315095484710134,0.20413514075666134,0.05871047273196554,0.05331685787021855,0.31616247135884545
111,Maldives,3.160499675349867,0.00033649271681115983,0.012224608888471449,0.0763112571996124,0.015550603213530934,0.005735201274143293,0.09759706168728663
112,Mali,0.18399243354343356,0.002317839333996111,0.04996661532801406,0.003488480996431044,0.1488756847757021,0.04099842615016367,0.1933625919222968
113,Malta,4.676825621559605,0.00031815389372358044,0.012259502915054538,0.1134094585683057,0.01431658133028287,0.005767803565921297,0.13349384346450988
114,Marshall Islands,3.3703711757159325,0.00021309443562591055,0.010543825697449391,0.08144594160014772,0.007247116200728593,0.004164806872144876,0.09285786467302119
115,Mauritania,0.8097947133873695,0.002542550282013865,0.07332458849952887,0.01879926496914455,0.16399651482761182,0.06282231783739003,0.2456180976341464
116,Mauritius,3.555441989654009,0.000853416871175353,0.017755625564988213,0.08597385615579106,0.050334499400247,0.010902957396739969,0.14721131295277803
117,Mexico,3.9396402632766994,0.0031561528432696726,0.04864304079686705,0.09537359303689262,0.20528591407589647,0.039761780016716194,0.3404212871295053
118,Monaco,2.4683356288314564,0.00046990196872721373,0.016722028680223607,0.05937687627571188,0.024527729799351222,0.009937244049279415,0.09384185012434251
119,Mongolia,11.611555152969778,0.014966414253390733,0.39450007917215946,0.28307350292285227,1.0,0.36290396745496695,1.6459774703778192
120,Montenegro,3.724187788520164,0.0013196506481063575,0.05492220348243343,0.09010236536062645,0.0817074332409102,0.04562854616675998,0.21743834476829665
121,Morocco,1.7657777628959601,0.000861017062940987,0.02996608086766712,0.042188201737243386,0.05084591733098795,0.02231146668907689,0.11534558575730823
122,Mozambique,0.3391803079118259,0.001159401898009501,0.03366173894549182,0.007285284070129661,0.07092427319632673,0.025764405050262566,0.10397396231671895
123,Myanmar,0.511965838158931,0.0014305164617166586,0.06355509646125868,0.011512628732223125,0.08916760881738284,0.053694456677653886,0.15437469422725986
124,Namibia,1.7818995045060027,0.00411363938678461,0.07599867812842939,0.042582633830262964,0.2697153129511838,0.06532078129543653,0.37761872807688324
125,Nauru,4.267192217376719,0.0001677289500167729,0.01274740020127474,0.10338742962808599,0.004194466544940885,0.006223657224574629,0.11380555339760151
126,Nepal,0.4679599667615122,0.0008618882458278598,0.03668703005804388,0.010435987735221777,0.050904539345147645,0.028591004133918543,0.08993153121428797
127,Netherlands,10.07824116127914,0.0025584804202141817,0.04804899236042583,0.2455596746015989,0.1650684559793682,0.03920674689639094,0.449834877477358
128,New Zealand,7.668081147027008,0.01050084261198555,0.2752149931611404,0.1865930640499578,0.6995110809243688,0.25145316742662127,1.137557312400948
129,Nicaragua,0.8126613892112468,0.001731405444694368,0.061286536858933635,0.01886940062648049,0.10941446913385676,0.05157488925270559,0.17985875901304285
130,Niger,0.10641333339357147,0.0017511006084140813,0.04114913909509379,0.0015904424602207576,0.11073975936149086,0.032760055258608055,0.14509025708031967
131,Nigeria,0.7329086250506667,0.0007294406667698216,0.04476664907669165,0.016918181555188636,0.04199212385587099,0.03613997805568232,0.09505028346674195
132,Niue,4.112347641759406,0.0005829358770535241,0.025437201907790145,0.09959902564973294,0.032133796762186716,0.01808003088943967,0.14981285330135935
133,Macedonia,3.518633389023185,0.0009224075238550815,0.031564506307337,0.0850733024973145,0.05497688974011635,0.023804912349336647,0.1638551045867675
134,Norway,10.34392280585507,0.0028019772905246675,0.1617339128666948,0.2520598015532485,0.18145339328044646,0.14542518346114414,0.5789383782948391
135,Oman,17.017458869584324,0.0009686476684016651,0.27631478343381893,0.41533352601355655,0.05808839531397646,0.252480726779197,0.72590264810673
136,Pakistan,1.1459441366614567,0.0010375527486437208,0.03466055038932314,0.027023445941424293,0.06272502747295344,0.026697617560015752,0.11644609097439348
137,Palau,13.754422301836094,0.004388714733542319,0.05894536497984773,0.3355005666380862,0.28822517019883703,0.04938747850712516,0.6731132153440484
138,Panama,2.635132782986876,0.0010283163935941497,0.039257980603828575,0.06345771023364168,0.062103511893780924,0.030993102373882486,0.15655432450130508
139,Papua New Guinea,0.8752595472272247,0.0006883850076753412,0.03777218627009504,0.020400917697194,0.039229483008537944,0.029604890546991672,0.08923529125272361
140,Paraguay,1.0995888925722856,0.005042145922107333,0.1454936331038867,0.025889325547314036,0.33219464315984426,0.13025151646909522,0.4883354851762535
141,Peru,1.7295713841758016,0.0009679901318919199,0.042533529433537706,0.04130238194899198,0.058044149593398583,0.03405352299988825,0.13340005454227882
142,Philippines,1.3110576224654376,0.00043554026866420486,0.030036761193608083,0.031063087523997134,0.02221552635963986,0.022377504943613225,0.07565611882725022
143,Poland,8.482181761712699,0.002587903152261349,0.06091461441866022,0.20651072661682207,0.16704831559400943,0.05122739356063611,0.4247864357714676
144,Portugal,4.925297635967924,0.0011830218851905789,0.03865132920012809,0.1194885373099483,0.0725136653249432,0.030426294011314078,0.22242849664620556
145,Qatar,40.914707568351396,0.0009106411463054607,1.076379931269093,1.0,0.05418512860509428,0.9999999999999999,2.054185128605094
146,South Korea,13.13043158548597,0.0008935539864039832,0.02663644878078987,0.32023410410394837,0.05303533130674621,0.019200514831706893,0.39246995024240144
147,Moldova,2.080445293629173,0.001322220089711847,0.0269413085401948,0.04988680997415311,0.08188033131369053,0.019485352318255628,0.15125249360609927
148,Romania,4.01706899086913,0.0020271250005674053,0.0426178430189185,0.09726795258084543,0.12931347800203674,0.034132299122354055,0.2607137297052362
149,Russia,13.135392245421086,0.0019376797590134748,0.11163606741158548,0.32035547085999083,0.12329469561328485,0.09861761394526534,0.5422677804185411
150,Rwanda,0.09224526899869516,0.0004940548083724231,0.012797259581378841,0.0012438087385993819,0.026152977642270668,0.006270241990427135,0.03366702837129718
151,Saint Kitts and Nevis,5.3308138439312405,0.0006030024496974519,0.031031594815853936,0.12940983554987906,0.03348407914651077,0.02330700088314883,0.18620091557953866
152,Saint Lucia,2.0531649127540925,0.0004705207771181867,0.015185397553516817,0.049219372299787546,0.024569369499584513,0.008501534237206936,0.082290276036579
153,Saint Vincent and the Grenadines,2.5188400566104043,0.00035523978685612787,0.018364187270257692,0.06061250997072146,0.01681209608969829,0.011471550598011016,0.08889615665843077
154,Samoa,1.5019956986375842,0.000991411581251401,0.03427594527446221,0.035734549630473164,0.059620182085176165,0.026338272153312654,0.12169300386896198
155,San Marino,5.019235273451224,0.00033961822227427096,0.014041456845063825,0.12178680134754906,0.015760918898418193,0.007432724116800927,0.1449804443627682
156,Sao Tome and Principe,0.5679839503368915,0.00032458929517753044,0.012508990082519494,0.012883159396205166,0.01474962036358045,0.006000905165967146,0.03363368492575276
157,Saudi Arabia,18.21342102961343,0.0009346814691691302,0.12337875637173461,0.4445937554206976,0.055802805178582215,0.10958907838275377,0.6099856389820336
158,Senegal,0.6908547587661668,0.0011583887905861922,0.02583421835723085,0.015889298020184687,0.0708561010609354,0.01845097249156496,0.10519637157268505
159,Republic of Serbia,7.4519378870991995,0.0017034180820676536,0.047397057608889535,0.181304935728121,0.10753119572144482,0.03859762926019048,0.3274337607097563
160,Seychelles,4.160483409472265,0.0007904869981862446,0.02374564747189649,0.10077670806564887,0.04609993974460712,0.01649957266556389,0.1633762204758199
161,Sierra Leone,0.1503444540399968,0.000581470119182866,0.027217370807633007,0.0026652546166487778,0.03203516571703746,0.019743283645569966,0.05444370397925621
162,Singapore,8.21554665487553,0.00023926238666982427,0.03534740599294492,0.1999872724016291,0.009007961161920474,0.027339362551678233,0.23633459611522784
163,Slovakia,6.561496820578163,0.002143243349927342,0.04142756820816836,0.15951953920745618,0.1371270974187514,0.03302019798425003,0.32966683461045765
164,Slovenia,6.709197482910114,0.0013700874295558623,0.05678960874181595,0.16313316128335395,0.08510133107895866,0.04737330586049149,0.2956077982228041
165,Solomon Islands,0.47326579183282796,0.00017671623316834763,0.011661754511573016,0.010565799249306037,0.004799222042446134,0.005209313481272091,0.020574334773024262
166,Somalia,0.04583062046081868,0.0014805762653838852,0.0568753976842916,0.00010823496422759189,0.09253613976952983,0.04745346044303179,0.1400978351767892
167,South Africa,8.784499587414533,0.0011984345557832727,0.05440077879812105,0.21390718883740645,0.0735507860114697,0.04514136708876717,0.3325993419376433
168,South Sudan,0.1714616247354942,0.0072733243940619864,0.12238490960699752,0.0031819041224867995,0.48233094398324877,0.10866050448689138,0.5941733525926269
169,Spain,5.955713453246742,0.0016793645876928263,0.03742759639710538,0.14469853492190551,0.10591263283519152,0.029282932301324508,0.2798941000584215
170,Sri Lanka,1.0310133447880074,0.00034057266883248975,0.020500284745033875,0.024211566562163944,0.015825143736272182,0.013467355609882683,0.05350406590831881
171,Sudan,0.560012546947778,0.0023669054109045633,0.058806705645476486,0.012688132245967699,0.15217734771999275,0.04925792590114686,0.21412340586710732
172,Suriname,4.9788147511853325,0.0012610427562045762,0.05685505671913291,0.12079787896038284,0.07776370027656208,0.04743445541133759,0.2459960346482825
173,Sweden,4.2760013532372305,0.0028449569182088536,0.044243309928522066,0.10360295261432409,0.1843454982341205,0.035651010250065236,0.3235994610985098
174,Switzerland,3.948479722786036,0.0009706341020436592,0.024573353907024236,0.09558985791693869,0.05822206270212532,0.017272917829393306,0.17108483844845732
175,Syria,1.9613661556649216,0.0006414112153627108,0.018065211597115324,0.04697343778656333,0.03606861017738034,0.01119221074862153,0.0942342587125652
176,Tajikistan,0.7591914753204708,0.0007389025487361489,0.030616811851537647,0.017561213796567655,0.042628815171742086,0.0229194596174544,0.08310948858576414
177,Thailand,4.371249936839044,0.0012165636722473161,0.05547759932185167,0.10593329006147752,0.07477069670768739,0.04614746527647886,0.22685145204564378
178,East Timor,0.46169616712036743,0.0007754518185672566,0.12283140956298119,0.010282738560134327,0.0450882204767026,0.10907767966755398,0.16444863870439091
179,Togo,0.4321288322797517,0.0007875050067238919,0.024166317557839698,0.009559348615779301,0.04589928113622051,0.016892614404428317,0.07235124415642813
180,Tonga,1.594826438421303,0.0015501664289110794,0.03263813599619591,0.03800573247629173,0.09721887127532265,0.024808029266622147,0.16003263301823653
181,Trinidad and Tobago,35.15629932432118,0.0007174809215602484,0.37902777214730554,0.8591156544315784,0.041187350984885594,0.34844783505929705,1.248750840475761
182,Tunisia,2.1277057541325806,0.00095452617652114,0.02939829838848287,0.05104307725620757,0.057138158217437784,0.02178097445686844,0.1299622099305138
183,Turkey,5.041709818017551,0.0021494166887334304,0.04196358298096552,0.12233666015730915,0.13754250222106815,0.033521008917560983,0.29340017129593826
184,Turkmenistan,13.315601182245997,0.0035238693198062477,0.2836267404179938,0.32476443546517997,0.23002960546274112,0.259312456401992,0.814106497329913
185,Turks and Caicos Islands,5.745004459228191,0.0002723744787523802,0.00968978234145636,0.139543360528277,0.011236078311797638,0.0033668545172668837,0.1541462933573415
186,Tuvalu,1.0714864242982052,0.0004233778186838472,0.03227795674183157,0.025201774806923982,0.021397113457241747,0.02447150550330097,0.0710703937674667
187,Uganda,0.1294218686826899,0.0010048778290559443,0.026410431600132917,0.0021533658062783964,0.06052632771931461,0.018989341780265727,0.08166903530585873
188,Ukraine,4.592346193172203,0.0021081309643850962,0.04421109937027406,0.11134259764459607,0.13476438025172008,0.03562091518448622,0.28172789308080237
189,United Arab Emirates,21.214049762099584,0.000945540503682153,0.19584965004476393,0.5180066843682716,0.05653351107808413,0.17730030154339413,0.7518404969897499
190,United Kingdom,5.669833361263732,0.0015802644929756515,0.027896223191389253,0.13770423580950394,0.09924417407265644,0.02037755104479701,0.25732596092695736
191,United Republic of Tanzania,0.20364795634283595,0.0013792957302804526,0.03534583132719439,0.0039693700458085,0.08572095887881293,0.02733789130524213,0.11702822022986355
192,United States of America,15.87803159063296,0.002976196151865907,0.0729917661206258,0.3874564704601768,0.19317660399811018,0.06251135423216064,0.6431444286904475
193,Uruguay,2.5562365445185673,0.007676912042513632,0.2812571599647743,0.06152744679045127,0.5094884113746687,0.2570985028720558,0.8281143610371758
