Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6109"",""Value Local Currency"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""millions"",""77.911878"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6110"",""Value US$"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""millions"",""1731.435587"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6119"",""Value US$ per capita"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""US$"",""154.957138"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6183"",""Value Local Currency, 2015 prices"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""millions"",""640024.694809"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6185"",""Value US$ per capita, 2015 prices"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""US$"",""937"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6184"",""Value US$, 2015 prices"",""22008"",""Gross Domestic Product"",""1970"",""1970"",""millions"",""10467.590134"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6109"",""Value Local Currency"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""millions"",""81.574837"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6110"",""Value US$"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""millions"",""1812.837521"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6119"",""Value US$ per capita"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""US$"",""157.975357"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6183"",""Value Local Currency, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""millions"",""638260.085798"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6185"",""Value US$ per capita, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""US$"",""910"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6184"",""Value US$, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""millions"",""10438.729992"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6155"",""Annual growth Local Currency"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""4.701413"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6181"",""Annual growth Local Currency, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""-0.27571"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6129"",""Annual growth US$"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""4.701413"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""61290"",""Annual growth US$ per capita"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""1.947777"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6182"",""Annual growth US$, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""-0.27571"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""61820"",""Annual growth US$ per capita, 2015 prices"",""22008"",""Gross Domestic Product"",""1971"",""1971"",""%"",""-2.881537"",""E"",""Estimated value"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6109"",""Value Local Currency"",""22008"",""Gross Domestic Product"",""1972"",""1972"",""millions"",""74.152916"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6110"",""Value US$"",""22008"",""Gross Domestic Product"",""1972"",""1972"",""millions"",""1647.900178"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6119"",""Value US$ per capita"",""22008"",""Gross Domestic Product"",""1972"",""1972"",""US$"",""139.756605"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6183"",""Value Local Currency, 2015 prices"",""22008"",""Gross Domestic Product"",""1972"",""1972"",""millions"",""556498.28126"",""X"",""Figure from international organizations"","""""
"MK,""Macro Indicators"",""004"",""Afghanistan"",""6185"",""Value US$ per capita, 2015 prices"",""22008"",""Gross Domestic Product"",""1972"",""1972"",""US$"",""772"",""X"",""Figure from international organizations"","""""
