Area,CO2pc,N20pc,CH4pc,CO2pc_n,N20pc_n,CH4pc_n,Total_emissions
Portugal,4.925297635967924,0.0011830218851905789,0.03865132920012809,0.03897494325460317,-0.24945589720970968,-0.2704055513108942,-0.48088650526600074
Qatar,40.914707568351396,0.0009106411463054607,1.076379931269093,6.234542261768589,-0.3854695386445909,9.428912014818495,15.277984737942493
South Korea,13.13043158548597,0.0008935539864039832,0.02663644878078987,1.4514865636777423,-0.3940020319827497,-0.3827047984106543,0.6747797332843383
Moldova,2.080445293629173,0.001322220089711847,0.0269413085401948,-0.450765628522108,-0.17994711051785658,-0.3798553716783595,-1.010568110718324
Romania,4.01706899086913,0.0020271250005674053,0.0426178430189185,-0.11737637569961866,0.1720479834936648,-0.23333181441843073,-0.1786602066243846
Rwanda,0.09224526899869516,0.0004940548083724231,0.012797259581378841,-0.7930337323452123,-0.5934924151013307,-0.5120552765946553,-1.8985814240411982
Saint Kitts and Nevis,5.3308138439312405,0.0006030024496974519,0.031031594815853936,0.10878445027084824,-0.5390892826220974,-0.3416247731915289,-0.771929605542778
Saint Lucia,2.0531649127540925,0.0004705207771181867,0.015185397553516817,-0.4554619388118241,-0.6052441612109594,-0.48973411426250335,-1.5504402142852869
Saint Vincent and the Grenadines,2.5188400566104043,0.00035523978685612787,0.018364187270257692,-0.37529608703095296,-0.6628098589102192,-0.460022982780587,-1.4981289287217592
Samoa,1.5019956986375842,0.000991411581251401,0.03427594527446221,-0.5503455719796637,-0.3451367272195142,-0.3113008664098134,-1.2067831656089913
San Marino,5.019235273451224,0.00033961822227427096,0.014041456845063825,0.055146282486432746,-0.6706105055065436,-0.5004261624396348,-1.1158903854597457
Sao Tome and Principe,0.5679839503368915,0.00032458929517753044,0.012508990082519494,-0.7111354452716109,-0.6781152178795766,-0.5147496394641872,-1.9040003026153745
Saudi Arabia,18.21342102961343,0.0009346814691691302,0.12337875637173461,2.3265218404315013,-0.3734649752259674,0.5215146299966813,2.4745714952022153
Senegal,0.6908547587661668,0.0011583887905861922,0.02583421835723085,-0.6899832683802962,-0.26175646189231616,-0.39020298977185985,-1.3419427200444722
Republic of Serbia,7.4519378870991995,0.0017034180820676536,0.047397057608889535,0.4739353884233741,0.010404554068262437,-0.18866202317206082,0.29567791931957577
Seychelles,4.160483409472265,0.0007904869981862446,0.02374564747189649,-0.09268762179755034,-0.44546865343549935,-0.4097241942908847,-0.9478804695239343
Sierra Leone,0.1503444540399968,0.000581470119182866,0.027217370807633007,-0.7830319731401999,-0.5498414771196073,-0.37727510589926233,-1.7101485561590695
Singapore,8.21554665487553,0.00023926238666982427,0.03534740599294492,0.6053904340785905,-0.7207233097219625,-0.3012862655329781,-0.4166191411763501
Slovakia,6.561496820578163,0.002143243349927342,0.04142756820816836,0.32064619637589803,0.23003181744057966,-0.2444569326404906,0.3062210811759871
Slovenia,6.709197482910114,0.0013700874295558623,0.05678960874181595,0.3460728259923871,-0.1560444982236316,-0.1008728497670598,0.0891554780016957
Solomon Islands,0.47326579183282796,0.00017671623316834763,0.011661754511573016,-0.7274411509889355,-0.751955804832672,-0.522668479553539,-2.0020654353751466
Somalia,0.04583062046081868,0.0014805762653838852,0.0568753976842916,-0.8010240017083906,-0.10087176846167695,-0.10007100794148542,-1.001966778111553
South Africa,8.784499587414533,0.0011984345557832727,0.05440077879812105,0.7033355296284773,-0.24175956207188348,-0.12320047973618728,0.3383754878204066
South Sudan,0.1714616247354942,0.0072733243940619864,0.12238490960699752,-0.7793966578386623,2.791743803849078,0.5122254619386397,2.524572607949055
Spain,5.955713453246742,0.0016793645876928263,0.03742759639710538,0.21636075130221313,-0.0016065865599064204,-0.28184339069292774,-0.06708922595062103
Sri Lanka,1.0310133447880074,0.00034057266883248975,0.020500284745033875,-0.6314250585450044,-0.6701339014982363,-0.4400575624204336,-1.7416165224636742
Sudan,0.560012546947778,0.0023669054109045633,0.058806705645476486,-0.7125077202384156,0.34171772992051097,-0.08201968971032307,-0.4528096800282277
Suriname,4.9788147511853325,0.0012610427562045762,0.05685505671913291,0.048187900361848626,-0.2104960837589843,-0.10026112844147199,-0.26256931183860766
Sweden,4.2760013532372305,0.0028449569182088536,0.044243309928522066,-0.07280123859658083,0.5804333107946575,-0.21813909474389664,0.28949297745418007
Switzerland,3.948479722786036,0.0009706341020436592,0.024573353907024236,-0.1291839999017048,-0.35551198583159405,-0.40198788679215447,-0.8866838725254533
Syria,1.9613661556649216,0.0006414112153627108,0.018065211597115324,-0.47126507035442017,-0.5199098204378999,-0.4628174128392493,-1.4539923036315694
Tajikistan,0.7591914753204708,0.0007389025487361489,0.030616811851537647,-0.6782191208565149,-0.47122740877128055,-0.3455016169866244,-1.49494814661442
Thailand,4.371249936839044,0.0012165636722473161,0.05547759932185167,-0.05640422034018669,-0.23270676650210712,-0.1131357824727934,-0.4022467693150872
East Timor,0.46169616712036743,0.0007754518185672566,0.12283140956298119,-0.7294328587966118,-0.4529764880128502,0.5163987543175083,-0.6660105924919536
Togo,0.4321288322797517,0.0007875050067238919,0.024166317557839698,-0.7345228676013754,-0.44695771436977255,-0.4057923254515762,-1.587272907422724
Tonga,1.594826438421303,0.0015501664289110794,0.03263813599619591,-0.5343647848915161,-0.06612183868277773,-0.32660894625938697,-0.9270955698336808
Trinidad and Tobago,35.15629932432118,0.0007174809215602484,0.37902777214730554,5.2432338188015075,-0.48192432342677505,2.910984270259035,7.672293765633768
Tunisia,2.1277057541325806,0.00095452617652114,0.02939829838848287,-0.4426297528547116,-0.363555497334086,-0.35689067286617593,-1.1630759230549734
Turkey,5.041709818017551,0.0021494166887334304,0.04196358298096552,0.05901526933770994,0.23311448141404628,-0.23944697387947067,0.052682776872285564
Turkmenistan,13.315601182245997,0.0035238693198062477,0.2836267404179938,1.4833634603599672,0.9194490148217649,2.01930131863361,4.422113793815342
Turks and Caicos Islands,5.745004459228191,0.0002723744787523802,0.00968978234145636,0.18008725419539814,-0.7041887477037023,-0.5410998731485474,-1.0652013666568516
Tuvalu,1.0714864242982052,0.0004233778186838472,0.03227795674183157,-0.6244576287048345,-0.6287850527986432,-0.32997542662992535,-1.583218108133403
Uganda,0.1294218686826899,0.0010048778290559443,0.026410431600132917,-0.78663379062768,-0.33841234058389047,-0.3848173087589499,-1.5098634399705204
Ukraine,4.592346193172203,0.0021081309643850962,0.04421109937027406,-0.018342558797052058,0.21249840653709956,-0.2184401565367458,-0.024284308796698295
United Arab Emirates,21.214049762099584,0.000945540503682153,0.19584965004476393,2.843079276213669,-0.3680425036054384,1.19887691010968,3.673913682717911
United Kingdom,5.669833361263732,0.0015802644929756515,0.027896223191389253,0.16714656973515224,-0.05109233509042052,-0.3709300896421715,-0.2548758549974398
United Republic of Tanzania,0.20364795634283595,0.0013792957302804526,0.03534583132719439,-0.7738557894392093,-0.15144632245648518,-0.30130098343045575,-1.2266030953261502
United States of America,15.87803159063296,0.002976196151865907,0.0729917661206258,1.924485171552116,0.6459677760504691,0.050563536741095365,2.6210164843436807
